,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
10,-3.4336605,0.69576883,4.223326,2.8430269,3.4048715,3.1855187,3.6543746,5.661394,3.4056168,0.31590325,-2.1884174,-5.058562,-7.268239,-5.9674277,-1.5357072,-0.6643365,-0.5921925,-2.9864295,-4.7812405,0.109310806,-0.77481616,-1.6299876,-4.597597,-3.0687075,2.6552029,0.21621633,-0.49791485,-0.89496475,1.1888342,4.243517,6.7186265,8.206273,8.5081005,4.127572,1.142417,2.4704096,6.59389,7.8616176,3.9130914,3.1765566,5.5259285,-0.3577977,0.6922688,-2.3309898,-3.346405,-1.6472375,-1.3955605,-6.076838,-6.5520344,-1.8809791,-2.5049558,-9.835999,-24.633003,-25.602818,-18.958359,-15.650971,-14.6848755,-15.644513,-23.607843,-25.716127,-15.840181,-9.011437,-17.426992,-28.764866,-34.363716,-21.892632,-11.943734,-10.867981,-14.168888,-21.61503,-26.148495,-30.029942,-27.343285,-19.470615,-12.452227,-9.814264,-6.6823473,-1.9116766,0.291881,1.851346,0.14647481,-2.8352342,-1.0938908,1.5295455,-1.3675556,3.8814602,8.830051,8.768923,7.159457,6.6804485,3.089569,5.750182,5.2887025,3.7705941,4.3759403,4.7111745,5.6273174,5.3169303,1.4878601,1.4233356,2.7387512,1.5165101,2.3222885,3.3978262,1.1673484,2.5570624,2.939776,7.325225,7.663945,2.6084225,1.1005086,2.2506523,5.943732,10.646496,8.548141,-0.24888653,-1.533344,-0.41563714,0.18735315,1.9587618,2.8187933,5.190349,2.4592328,0.6733046,3.3364668,5.5919166,6.331853,7.478491,4.2536225,1.626607
11,3.2788408,5.520875,10.654064,10.325325,6.3506403,4.9132166,3.561424,9.4837675,10.417772,7.4801955,4.2470837,-0.43484116,-0.6179138,-1.7922106,1.9932611,4.50512,4.246576,3.9349353,0.19701698,-0.7203247,-3.832552,-0.48624068,3.74255,6.137434,9.110685,3.1142044,1.2267467,3.24573,3.5216296,2.068447,0.6418376,3.314002,8.416573,0.93126583,-0.8447008,1.3378559,2.2551122,4.1465645,4.9600053,3.8973036,2.5127716,0.29296124,3.5330057,3.3254125,11.66481,15.678637,9.216966,0.6030607,-6.540833,-2.7390428,1.9381917,-1.5197134,-8.517778,0.05144447,9.976436,12.519363,6.733381,0.27136612,-1.2431164,-1.4523113,-4.6934686,-8.63964,-6.217894,1.8444346,1.1051335,1.1445717,3.9920135,1.9556559,-1.6509631,-2.5656705,2.3828478,8.684664,12.301823,5.8417253,-1.9410272,-3.5731647,3.3878527,5.251047,-0.6468185,7.422319,7.3532543,1.5699859,4.1901894,4.31051,2.0647626,4.133339,5.348977,4.986452,1.3339657,-1.2868965,-3.3321714,1.4494746,6.1602716,8.338964,4.4733257,3.8393364,6.0977206,5.448598,2.710022,1.3635955,5.298689,4.3751345,5.5383625,3.0980382,2.9733577,5.9536004,6.3791575,4.8111734,7.2148237,2.3693564,-0.41065782,-0.73568904,4.690976,7.548234,4.603671,-0.07837084,-0.17110646,4.987674,7.3557634,8.785741,8.019648,7.9652457,7.082098,7.854482,8.8043165,6.9804673,4.2036424,2.3860314,-0.7384544,-6.419527
12,1.4364508,-0.69022596,-0.12918353,1.0254289,-1.752367,-1.8858179,-1.1319338,3.685389,0.3485912,-1.4011551,-2.184383,-4.55637,-2.3425374,-6.0726967,-4.7121043,1.2231227,-1.0427886,-1.0674045,-6.7908278,-8.661623,-5.9003572,-5.302118,-3.7329392,-1.4490128,-0.77679527,-4.646907,-3.7823682,-0.0407483,-1.2214999,-5.2302136,-4.128131,-4.789979,-1.2059884,-2.9470217,-4.8344,-1.5093639,-3.9584763,-2.7923346,0.65724367,-1.6394659,-2.4773088,-2.1951356,-1.8451824,-1.02189,7.1858187,9.321976,10.113903,12.486402,6.4624314,-0.66422457,-1.494942,3.4800844,-0.59343946,-2.9960093,-0.90441024,-0.8520102,0.33483258,1.5343591,10.900592,12.948328,6.287348,6.18579,6.999956,8.396611,8.274706,1.9056953,-1.7756848,-1.887604,-4.294614,-5.610641,-3.1650157,5.7812867,11.951096,2.624508,-0.7010637,-3.2083197,-1.1055807,3.5570166,-2.2840421,0.6772575,3.8736632,0.11357635,-0.7467828,-0.79498273,1.2735178,7.575551,6.0063825,2.814267,2.2494967,2.0946229,-0.554772,3.8837228,9.391632,7.7641964,4.458703,2.3049693,1.1589603,3.25412,2.0841568,-0.86056185,3.0611465,7.7120447,0.884696,-4.6271152,-2.0548697,2.4245234,2.1570392,2.918997,1.7832977,-1.7974548,-4.5886493,-3.541153,2.69133,1.414648,-1.373315,0.08083477,4.917716,3.6593084,0.949096,-7.4884844,-9.793524,-7.871964,-6.971241,-5.2935467,-0.569362,2.218024,0.17869957,-1.4493542,-2.979755,-7.67098
13,0.3389446,4.5222235,1.249354,-1.4876645,1.820463,3.125413,2.3567681,2.30703,2.1394963,3.9027927,-3.130597,0.23110509,0.093025625,-2.6726854,-1.176379,-3.1906774,-7.7670717,-4.0291457,-0.4218161,2.1618516,-3.099427,-2.2099032,-4.314117,-7.1129894,0.7796805,4.484131,1.2244536,-5.0791583,-5.4650927,-4.248578,1.160773,-0.113913596,-0.55653733,1.767915,2.4964302,1.8607218,-0.24104339,-3.3502266,-2.7306705,-0.9400548,0.88876086,0.6951112,-0.04313433,-1.5561981,-4.6578717,-8.711631,-3.9985967,5.4948153,7.1754084,4.1806035,2.9805746,6.48378,8.531855,4.3990326,0.5217366,-1.677167,0.3031798,-0.17966461,-0.38672245,7.5809426,14.137419,10.775286,2.1727836,-2.3266919,-1.7476451,0.07131934,3.7435265,3.8538933,5.6132097,5.367139,8.073383,9.660234,11.957619,7.499304,6.960636,5.3955297,-1.0763382,3.2874799,-0.18359585,-1.638369,2.8606558,-1.2825844,0.7241975,1.422672,4.5163856,5.43845,2.0916882,1.5304952,3.3744054,2.0136065,2.4698894,4.544167,4.9636717,4.4749603,0.9181007,-0.8986358,1.0995919,2.6896887,3.179123,-1.3546872,0.62891084,5.8678107,1.5183244,0.4351709,3.0800397,0.95889425,-0.90373296,3.2449546,-0.0052532554,-0.61397064,0.89461416,0.7562165,1.4264681,-1.7549977,-0.40308568,-0.21463023,2.3675935,0.81753963,1.330808,1.7745309,-0.5140533,-8.277269,-7.1670437,-3.4101682,0.18525034,2.8265376,3.5594187,3.8258972,5.6056757,3.4254184
14,-2.5403314,-4.137562,-5.9460115,-6.7142334,-2.235691,-0.16307431,-5.96095,-8.548993,-10.535544,-11.186921,-13.462589,-5.9944515,-1.7069929,-6.3936486,-1.7347108,-5.3602595,-5.0919085,-6.4265738,-2.3481588,-2.143942,-7.7328463,-5.512356,-6.4046383,-12.936422,-7.4045725,-7.085491,-4.6384115,-6.4502115,-5.133914,-6.3148603,-6.063179,-8.204007,-8.010134,-4.4829845,-4.3682175,-4.909135,-7.3924236,-7.218792,-3.9363174,-6.7502604,-4.455978,-1.8417499,-3.104877,-5.024761,-8.600765,-1.8613133,-4.4855604,-7.1844883,-8.18635,-3.23243,-5.048973,-7.491005,-1.8303139,2.2214162,0.1588012,2.209035,-0.9784174,-4.758951,-9.535604,-3.1834006,4.406859,-3.6944473,-2.3050175,-2.1020663,0.8883623,1.9348922,-1.4410373,-1.6394572,8.409775,16.425848,19.4921,18.05003,14.090886,8.482519,6.7432413,6.0864596,0.056492493,-0.38966668,-1.7083621,-2.460887,-3.1394722,-5.867527,-4.123869,-3.9682813,-4.1752295,-4.7044077,-5.6990066,-6.5987163,-8.857628,-8.500665,-7.713118,-3.996035,-0.13861382,1.5985566,-4.464903,-7.974435,-5.865382,-4.9637733,-7.6124325,-10.768632,-7.6291447,-4.5082707,-4.178981,-5.5422044,-5.4290934,-7.662072,-8.301677,-5.6291523,-7.131792,-7.8581514,-7.363407,-5.8286867,-10.998175,-16.87151,-16.177273,-11.474993,-3.5664673,-7.087325,-8.145092,-6.3019724,-6.9463086,-9.1348295,-7.8144574,-7.1974077,-5.0869427,-1.0581996,-3.1928356,-2.4285407,-0.51434785,-0.1707704
15,0.094665796,-0.1877157,0.41307783,-1.635112,0.0881474,3.065738,-5.190347,-6.0708275,-7.2565203,-7.518141,-3.9539938,-3.0191524,-4.708871,-3.8464036,0.3314592,4.071153,3.073999,-0.041030735,7.5113497,7.668477,1.8084404,0.20570886,1.7428297,-7.2130313,-3.348526,-0.9806547,-1.7335187,-2.1071239,0.09463322,1.8542745,-4.5185018,-7.64063,-4.014718,2.613915,2.070786,0.11011475,-2.1000543,-1.9458209,-0.27605844,-2.3910182,-1.0029316,-0.28985596,-4.235753,-1.3503098,-2.5335915,3.911613,7.7528524,7.2031713,1.9452643,2.2370453,1.8816283,2.0279055,3.230577,2.099217,-7.8126726,-3.230729,0.4399523,1.4450529,10.679706,8.932992,-0.90873456,-1.3671703,3.1604261,2.2914708,5.0891247,9.449182,7.384632,8.877946,14.365468,11.495392,2.997261,-4.787134,-4.2794137,4.012299,6.1380916,5.9882865,8.264393,4.545654,7.7294164,6.466973,5.2118673,4.7894535,1.9005585,0.37623543,0.53736424,0.42970526,3.6996176,8.444598,6.3369875,5.4854717,0.560731,6.224968,5.6832886,4.752919,2.1977155,-0.52212673,-3.9395218,-5.378859,-3.085931,-4.4702187,-4.7390137,-2.834437,5.184697,4.4067526,0.023727655,-0.93693966,-4.7468705,-1.8700057,-1.6561791,-3.8071804,-2.768557,-1.2132144,-0.34291077,-5.569285,-9.444241,-5.7044926,-3.1628966,-5.224834,-3.489441,2.182256,-2.4825826,-4.239338,-1.8778714,-0.94871837,-0.24972999,-2.569788,-4.6145225,-2.1388583,-3.7637749,-4.7857437
16,-0.3628589,-3.4392445,-7.4756966,-8.885922,-7.341799,-6.274828,-7.4153633,-4.95673,-5.84721,-8.0037,-7.496636,-6.7903204,-7.8582745,-5.424762,-8.370205,-8.138094,-8.570437,-4.80795,1.0582305,3.5799952,-2.4758048,-6.3513966,-3.480834,-7.265243,-5.6634502,-4.2730904,-8.837418,-7.4450235,-2.215069,-3.705436,-7.8654275,-10.308108,-8.647059,-4.354707,-0.7398871,-0.86565584,-6.1783304,-6.076621,-4.6633024,-8.021898,-6.5253916,-3.1820037,-5.0185523,-2.7226741,-10.171082,-18.964985,-19.580393,-11.636051,-6.8092732,-6.5693693,-3.8170881,-5.192793,-0.18391657,-0.2931527,-7.082326,-4.042859,0.32904023,0.43261313,-3.3409014,-9.625948,-12.459052,-1.7917929,2.1155396,-0.13542575,-2.8237476,-5.049045,-7.7474084,-4.845561,-0.29832128,-3.6671817,-9.684724,-11.597649,-10.492479,-4.520301,-1.3615247,-2.2912588,0.05921192,-1.6050208,-0.90277755,-4.673229,-8.673753,-5.0836945,-7.372502,-8.379795,-6.9173064,-2.7758198,-4.0793285,-0.9739582,5.477195,1.3839439,-7.6324606,-0.76228416,-2.7713509,-4.192892,-1.1955458,-1.9847627,-3.6242743,-9.16728,-8.633297,-6.76344,-7.402813,-5.2819557,-2.1450381,-1.9361602,-1.212632,-2.7823534,-10.553719,-6.3188562,-2.6408596,-6.3939133,-8.406584,-8.615599,-8.278702,-9.897701,-10.862328,-9.7023945,-10.3827,-8.014564,-5.9679723,-4.4788465,-5.7774577,-12.416824,-13.993116,-4.271636,-6.8918734,-12.169226,-10.792282,-7.2847295,-7.6002717,-12.456825
17,-0.23305628,3.810626,4.846911,1.4701954,1.1939298,2.0190828,3.423018,6.8773837,4.531537,0.912889,3.9751906,1.2189004,-1.2404268,1.515808,2.3661838,-1.2856784,-2.7242403,-2.9597852,-2.3267155,4.0670295,0.94313717,-0.034746885,2.5680223,1.0763842,-0.63488746,0.8449228,-1.7068644,-3.994514,-1.1414381,-4.784868,-4.037448,-4.641544,-0.35595882,1.7119358,3.3000824,4.7680144,3.987596,3.2413983,4.8544254,2.9647732,-0.50347674,0.6962325,5.0485697,1.3204222,1.8585479,-4.1876235,-12.9655285,-13.908488,-8.9952545,-8.236328,-0.21812367,2.7806084,2.9151828,6.3164215,11.94548,14.118705,9.771099,6.8154016,2.4233818,-1.9490535,-0.49728101,1.8459567,4.755369,2.9161434,2.403412,3.8180685,0.098968804,1.1563182,-0.36703968,3.315795,4.5311937,3.3662434,7.607834,10.295886,6.142287,2.3060024,2.7027068,0.15373504,-1.1704717,-3.1374345,-3.5898323,0.77554846,5.648879,4.50988,2.4149177,1.7089542,-1.7267481,-0.44707718,1.4393725,-0.063944206,-3.3578727,-1.8798597,-0.12618864,-0.65294427,-0.57336146,-1.308059,1.3122219,-5.9002666,-5.499032,-5.166226,-9.27379,-1.3603559,-0.7414816,-2.034048,3.5302176,2.0223489,-2.1211162,-0.77605546,-0.4307482,-1.6632907,-4.8472686,-5.611535,-4.87679,-5.5824957,-3.3859706,-5.8377237,-7.0675697,-4.50416,-0.92728406,1.9483323,5.5705347,1.3798604,0.17692262,3.8229103,1.0999976,0.4055822,0.91088045,0.8697931,3.4264095,0.36835933
18,-3.8840864,-1.912142,0.6446259,0.6332561,0.062233448,-1.4267938,0.5103688,2.2310507,2.9031703,1.0701885,1.8945947,-3.9775772,-7.876887,-2.6424794,4.099768,4.42585,0.37211406,-2.1768672,-1.0011389,1.35502,-7.8322997,-4.2997646,5.3118873,2.1928291,-1.2787716,1.1681228,-1.4658251,-5.420177,-6.028684,-9.730042,-9.513277,-5.5891523,5.6096225,5.846694,1.3221619,-1.4006128,-2.261258,-4.19354,-1.3277243,-2.736266,-3.3364112,-3.1333501,4.525139,-0.0077878833,-1.5768464,-3.639691,-5.1470966,-5.9032984,-11.032822,-13.008592,-7.0128484,-2.9818854,-1.4540235,-5.7947483,-4.4499426,-4.351887,-5.6748953,1.6300542,3.000339,-4.1411266,-6.3572483,-6.972419,-5.6555843,-5.3101187,-1.6063974,3.9599166,1.3257116,4.0848527,-2.6982265,-8.213602,-6.817186,-7.192193,-1.4604948,-0.08865374,-7.6326284,-11.770116,-5.48598,0.3508792,-1.5679562,-0.53384435,-2.7297065,-4.8960686,-0.019513369,-0.69733346,-1.7341301,-1.0634707,1.5717269,0.06763661,-3.5595627,-3.3766818,-3.3452768,-3.4317923,-0.02467084,-1.878195,-4.511937,-8.229385,-7.1401143,-9.148767,-8.131537,-7.314768,-8.815645,-3.9681334,-6.875827,-9.810784,-8.763014,-9.13783,-6.469537,-2.6504138,0.49782318,-0.6676774,-8.743226,-5.7777452,-4.105153,-5.754596,-5.3676577,-7.508453,-8.386711,-5.5213976,0.014575601,3.2181246,1.194916,-3.567214,-3.614021,-7.7762003,-4.8629284,-2.8986099,-1.6720335,-4.0943875,-1.2494713,0.35262012
19,-6.209063,-5.0301332,-3.5051963,-0.48479697,-0.8040343,-0.3270828,1.6393747,1.6317831,-1.7110101,-2.2146177,-4.917904,-5.181676,-3.7141669,1.1828232,7.0071945,4.623636,3.8946998,6.003964,0.8945465,-2.4067197,-4.8683496,-4.832096,-0.6049103,-1.8720773,-3.5418715,0.6270088,2.9999304,1.8339467,-0.0043361187,-2.1482854,-7.64456,-3.708272,3.9599323,5.7917576,0.70096767,-2.5119584,-7.7585964,-6.678295,-0.7405714,-3.7587905,-3.6263099,-2.2297533,3.0534656,0.40679258,-11.929724,-19.516598,-13.211557,-8.465836,-6.4428263,-4.5083847,-3.4609518,-0.35007358,-0.589943,-6.3272495,-2.5366597,-3.9526901,-1.2891603,3.9415526,2.4586754,-7.546375,-15.031197,-11.679179,-13.999237,-10.81699,-7.9229717,-10.922896,-10.07826,-6.5716395,-8.035097,-10.182558,-7.1178427,-2.2051463,-2.9819517,-10.031803,-12.8518305,-12.664984,-8.980743,-1.8100553,-3.5484405,-4.6571455,-8.21879,-8.528721,-1.5284835,-3.0285258,-6.8395815,-2.7092376,2.2241902,1.8677797,-0.12493718,-3.0386202,-3.063889,-2.4757624,-0.100120425,-3.1863296,-1.4682887,-6.9128804,-8.953431,-3.807867,-3.6029546,-1.5124478,0.03836882,-2.3905702,-2.4345155,-4.63949,-6.094866,-2.1851153,2.0320396,1.8584598,1.9000971,1.9448446,0.6032057,0.71413916,-2.7565098,-2.6617231,-6.1781297,-1.7616715,2.620347,-0.21289945,1.0864003,0.062529325,1.1072581,-0.10385424,-1.839266,-3.8115454,-4.578023,-4.5663195,0.4793327,-2.076147,-7.875568,-6.8120623
